Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P04035 (gene HMGCR):  3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,5,0.07936507936507936,28478.571428571428,204409.36596880466,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3312219569756867,0.1831159886959185,0.34376022295778785,3106.5,0.6308038558982343,0.5299230429244532,0.7000404880956663,4307.0,714.0,0.1902356367628555,0.3467246554512385,3201.5,0.1831159886959185,0.94613451665114,False,3106.5
Q7L014 (gene DDX46):  Probable ATP-dependent RNA helicase DDX46,DDX46,23,0.36507936507936506,56339.88571428571,116576.18670975466,False,4,0.19047619047619047,6257.619047619048,17271.632424781972,False,1.0,9.00340613203659,3.1704708992374733,1.0,1.4837215034079385,0.13788281913378808,0.2923653347320874,2765.0,1.9380635169944134,0.05605700049306682,0.6004224641126419,384.0,806.0,0.07283020497250413,0.18482402438607046,2350.0,0.05605700049306682,0.43171609071639844,False,384.0
P20340 (gene RAB6A):  Ras-related protein Rab-6A,RAB6A,50,0.7936507936507936,9284929.111111112,16829379.283395153,False,11,0.5238095238095238,1457433.9047619049,3093441.256356698,False,1.0,6.370737692301445,2.6714604373803104,1.0,2.4015912994885373,0.016323934996544533,0.07193998401524304,1341.0,2.094111195261473,0.0393381668627519,0.6004224641126419,232.0,948.0,0.00283457573959531,0.0271882296823563,621.5,0.00283457573959531,0.06454610252834206,False,232.0
P10253 (gene GAA):  Lysosomal alpha-glucosidase,GAA,41,0.6507936507936508,1077712.5047619047,2201355.562468742,False,5,0.23809523809523808,140511.90476190476,377916.2119989164,False,1.0,7.669901753736823,2.9392080978971187,1.0,3.2906496753743313,0.0009995630990190744,0.015902382529994128,369.0,1.9182112951687302,0.05856478096510007,0.6004224641126419,409.0,939.0,0.0026667053995550623,0.027057082336301875,588.0,0.0009995630990190744,0.040293198978025656,True,369.0
Q5TZA2 (gene CROCC):  Rootletin,CROCC,40,0.6349206349206349,374442.1904761905,747913.645390324,False,6,0.2857142857142857,22282.257142857143,53770.74595627141,False,1.0,16.804500013564294,4.070775713481978,1.0,2.7843958791628953,0.005362753589961081,0.03737638775433156,850.0,2.130058881435744,0.03616408987270889,0.6004224641126419,201.0,949.5,0.0018232075345660857,0.024994332164314837,434.0,0.0018232075345660857,0.05273668568480327,False,201.0
P08571 (gene CD14):  Monocyte differentiation antigen CD14,CD14,34,0.5396825396825397,1933009.8095238095,5932642.828131171,False,3,0.14285714285714285,43221.90476190476,123223.07392997807,False,1.0,44.7229204757958,5.482942496359506,1.0,3.1722633472184816,0.0015125577917149662,0.019519732365323672,448.0,1.4421504468443096,0.15306858878670232,0.6004224641126419,1504.0,947.0,0.0011889284550952483,0.023349765779557833,303.0,0.0011889284550952483,0.04396578820102222,True,303.0
P40222 (gene TXLNA):  Alpha-taxilin,TXLNA,16,0.25396825396825395,71409.74603174604,192481.0718803831,False,3,0.14285714285714285,17725.02857142857,57121.08773321679,False,1.0,4.028752097067109,2.0103330342441827,1.0,1.0540071983098924,0.2918796215177959,0.47881896312872607,3600.5,1.2446773642784363,0.21679603775286493,0.6092271796292551,2120.0,742.0,0.25930264271929093,0.42888815260972823,3607.0,0.21679603775286493,1.0,False,2120.0
Q03426 (gene MVK):  Mevalonate kinase,MVK,5,0.07936507936507936,22933.428571428572,102728.5782277227,False,1,0.047619047619047616,99785.71428571429,446255.280652458,False,1.0,0.22982677165124013,-2.1213812330267023,-1.0,0.4891995904702285,0.6247003994441909,0.7507982641184614,4943.5,-1.2545078383188923,0.2132215657342314,0.6089013459158157,2088.0,680.0,0.6770881014233543,0.8050035099824098,5016.0,0.2132215657342314,1.0,False,2088.0
Q6NXG1 (gene ESRP1):  Epithelial splicing regulatory protein 1,ESRP1,9,0.14285714285714285,49792.269841269845,260615.97678961768,False,2,0.09523809523809523,13253.809523809523,41984.21114523326,False,1.0,3.756827027585145,1.9095146927191404,1.0,0.5601992173666718,0.5753435607905739,0.7030929298804923,4874.5,0.6320562805263226,0.5291084386476195,0.7000404880956663,4300.0,693.0,0.5849030001167674,0.71084361350512,4909.0,0.5291084386476195,1.0,False,4300.0
P38117 (gene ETFB):  Electron transfer flavoprotein subunit beta,ETFB,33,0.5238095238095238,1005100.5079365079,2282652.8109839754,False,4,0.19047619047619047,55671.619047619046,171342.9316105642,False,1.0,18.05409156609466,4.174253924419972,1.0,2.664701211663525,0.007705675301338755,0.0452035976871062,1006.5,1.8814473006336494,0.06345969174033132,0.6004224641126419,463.0,911.0,0.004624809162119324,0.03411106627487258,807.5,0.004624809162119324,0.08319078832523784,False,463.0
P09601 (gene HMOX1):  Heme oxygenase 1,HMOX1,24,0.38095238095238093,677709.2857142857,1819763.6671356177,False,2,0.09523809523809523,63910.47619047619,240279.01738398074,False,1.0,10.604040622133128,3.4065421969156358,1.0,2.452736251487998,0.014177424695686867,0.06511356099651104,1288.0,1.5227538512902503,0.13166761200634952,0.6004224641126419,1272.0,853.5,0.01572646355088651,0.06663642155155462,1408.0,0.014177424695686867,0.1643442663234479,False,1272.0
P19827 (gene ITIH1):  Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,48,0.7619047619047619,3878045.095238095,7394311.029626878,False,6,0.2857142857142857,6034107.571428572,14771756.245781206,False,1.0,0.6426874312947204,-0.637810836276769,-1.0,3.944053188733077,8.01158765602935e-05,0.006789321210582958,60.5,-0.8648388951754447,0.3896502489548681,0.6626037044957532,3508.0,961.5,0.0015415841535949574,0.023956952825053498,383.0,8.01158765602935e-05,0.018994842488035468,True,60.5
P18031 (gene PTPN1):  Tyrosine-protein phosphatase non-receptor type 1,PTPN1,17,0.2698412698412698,93248.72698412699,282848.90759272716,False,5,0.23809523809523808,9699.238095238095,23210.23430649416,False,1.0,9.614025973884901,3.2651407011608846,1.0,0.28655093255850106,0.774456189531403,0.9066730036782479,5095.5,1.3359166760460752,0.18527238096017737,0.6004224641126419,1834.0,706.0,0.5566721633977618,0.7079667744223801,4536.0,0.18527238096017737,0.9564479591650574,False,1834.0
Q75N90 (gene FBN3):  Fibrillin-3,FBN3,18,0.2857142857142857,18922.12222222222,53191.19053764344,False,2,0.09523809523809523,4739.9047619047615,14900.02601757,False,1.0,3.9920891175514153,1.997143927091609,1.0,1.7748239349298849,0.07592696298255763,0.19737702011064873,2287.0,1.1917211289474612,0.23680833264787896,0.612276147586255,2303.0,784.5,0.0901911334193538,0.21086903746223276,2474.0,0.07592696298255763,0.5327090487894224,False,2287.0
Q12846 (gene STX4):  Syntaxin-4,STX4,5,0.07936507936507936,31000.04761904762,135437.54529793825,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3312219569756867,0.1831159886959185,0.34376022295778785,3106.5,1.036335123593492,0.3030923200852941,0.630987852821247,2863.0,714.0,0.1902356367628555,0.3467246554512385,3201.5,0.1831159886959185,0.94613451665114,False,2863.0
Q86XP3 (gene DDX42):  ATP-dependent RNA helicase DDX42,DDX42,23,0.36507936507936506,111651.95238095238,270575.3277343544,False,1,0.047619047619047616,12106.666666666666,54142.65929519491,False,1.0,9.222352894140696,3.2051348716580907,1.0,2.788866755113585,0.005289282142293883,0.03737638775433156,827.0,1.6547422503049605,0.10179970190737041,0.6004224641126419,957.0,870.0,0.007037857084076154,0.040941705869690606,1024.0,0.005289282142293883,0.08914083972012797,False,827.0
Q12805 (gene EFEMP1):  EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,32,0.5079365079365079,458908.14285714284,1298377.2146243104,False,7,0.3333333333333333,429039.4761904762,1166305.916663198,False,1.0,1.069617525479955,0.0970950090217296,1.0,1.3894187023659679,0.16470546644823747,0.32656457721175963,3008.0,0.09246266492290936,0.9265559793358327,1.0,5302.0,769.0,0.2295609478164663,0.40748605018537276,3361.0,0.16470546644823747,0.9017737652158319,False,3008.0
Q8TCT9 (gene HM13):  Minor histocompatibility antigen H13,HM13,9,0.14285714285714285,31303.095238095237,116189.80957907914,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.833030277982336,0.06679806847513828,0.1799987698837737,2184.5,1.2198211892404511,0.22602946895041642,0.6120777359985798,2201.0,756.0,0.07050969923398515,0.18030898655377425,2303.5,0.06679806847513828,0.48437653484232823,False,2184.5
Q14185 (gene DOCK1):  Dedicator of cytokinesis protein 1,DOCK1,31,0.49206349206349204,361615.4158730159,643457.416379546,False,7,0.3333333333333333,155745.19047619047,372427.9696127406,False,1.0,2.3218400180773218,1.2152685694998235,1.0,1.2656344905285888,0.20564397185088168,0.37496086065475553,3271.0,1.3739260577222796,0.17320878878220874,0.6004224641126419,1701.0,790.0,0.14809899752888778,0.29303015208506233,2902.0,0.14809899752888778,0.8296325063449244,False,1701.0
P11233 (gene RALA):  Ras-related protein Ral-A,RALA,24,0.38095238095238093,683642.2222222222,1679891.8578933855,False,2,0.09523809523809523,12087.190476190477,38578.04320942783,False,1.0,56.55923297579461,5.8216906501563015,1.0,2.452736251487998,0.014177424695686867,0.06511356099651104,1288.0,1.809835254216698,0.07398517231265431,0.6004224641126419,594.0,870.5,0.008548365008200954,0.046405410044519466,1099.0,0.008548365008200954,0.11878776158135146,False,594.0
P01019 (gene AGT):  Angiotensinogen,AGT,50,0.7936507936507936,9697517.968253968,16899538.213690933,False,8,0.38095238095238093,2423329.904761905,5294215.480886707,False,1.0,4.0017324711728675,2.000624721613135,1.0,3.54284125214933,0.0003958409088386566,0.010157504202374481,218.5,1.9177703817274345,0.05862153837329712,0.6004224641126419,410.0,983.5,0.0007478775565195919,0.020493004649043894,215.0,0.0003958409088386566,0.02747487755942583,True,215.0
Q14315 (gene FLNC):  Filamin-C,FLNC,28,0.4444444444444444,139431.03333333333,344780.27326637914,False,2,0.09523809523809523,42041.80952380953,186207.23710748143,False,1.0,3.3164850635425887,1.7296550284226913,1.0,2.89230567173759,0.003824256779596274,0.030259304969590676,742.5,1.2209480223590419,0.22560478762668562,0.6120777359985798,2195.0,893.5,0.00526173773128773,0.03542056445667743,886.0,0.003824256779596274,0.07336178761116197,False,742.5
O95359 (gene TACC2):  Transforming acidic coiled-coil-containing protein 2,TACC2,25,0.3968253968253968,165274.59682539682,605675.9799827558,False,3,0.14285714285714285,134414.2857142857,332537.34948941023,False,1.0,1.2295910062378261,0.2981785176823593,1.0,2.1380899352993947,0.03250944464571955,0.10932995871271863,1764.0,0.21991043401827462,0.8264874543534206,0.9482354139754823,5200.0,798.0,0.09399915666071297,0.21787061718640777,2573.5,0.03250944464571955,0.2913640662338951,False,1764.0
P54652 (gene HSPA2):  Heat shock-related 70 kDa protein 2,HSPA2,47,0.746031746031746,1459424.396825397,2893919.6933023874,False,10,0.47619047619047616,516100.04761904763,1067342.3087236232,False,1.0,2.827793571334494,1.4996768073884925,1.0,2.2930241416304513,0.02184661510509117,0.08689127047798262,1497.0,1.4435174137784348,0.15268441970059646,0.6004224641126419,1499.0,882.0,0.02081861553476811,0.07961785915411959,1560.0,0.02081861553476811,0.21555750181525726,False,1497.0
P46109 (gene CRKL):  Crk-like protein,CRKL,41,0.6507936507936508,4722900.047619048,12644541.23620719,False,5,0.23809523809523808,267532.85714285716,622746.1253661105,False,1.0,17.65353272132649,4.141885010936212,1.0,3.2906496753743313,0.0009995630990190744,0.015902382529994128,369.0,1.594710512995836,0.11462430541799955,0.6004224641126419,1090.0,962.0,0.0011412778527183196,0.02296967064831868,295.0,0.0009995630990190744,0.040293198978025656,True,295.0
Q08209 (gene PPP3CA):  Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,PPP3CA,39,0.6190476190476191,1191520.0634920634,2805974.602053149,False,6,0.2857142857142857,641057.3333333334,1548980.09983569,False,1.0,1.85867940593489,0.8942779486574035,1.0,2.652526613607757,0.007989182946149205,0.04659185284137454,1020.5,0.8462785549599687,0.39986030822068697,0.66514539125206,3585.0,874.0,0.020973323245739087,0.0801553604589507,1561.0,0.007989182946149205,0.11321488232001461,False,1020.5
P14209 (gene CD99):  CD99 antigen,CD99,16,0.25396825396825395,721986.9841269841,2525897.7922872053,False,2,0.09523809523809523,51360.95238095238,192194.6537313213,False,1.0,14.057118309602874,3.8132289690597627,1.0,1.5352206215727944,0.12472964457745331,0.27197991942583566,2724.5,1.2009443986532455,0.2332303225725052,0.6120777359985798,2270.0,776.5,0.09931177899539155,0.22788233595634846,2600.0,0.09931177899539155,0.6359507049944607,False,2270.0
Q92544 (gene TM9SF4):  Transmembrane 9 superfamily member 4,TM9SF4,15,0.23809523809523808,60988.87301587302,154769.20015571907,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.4671758189758446,0.013618347174096416,0.06367324391901193,1266.5,1.7841978046795466,0.07809059496693742,0.6004224641126419,638.0,819.0,0.015137832553376668,0.0648329569371466,1383.5,0.013618347174096416,0.15920390445589658,False,638.0
Q9UNS2 (gene COPS3):  COP9 signalosome complex subunit 3,COPS3,29,0.4603174603174603,312130.84126984124,744428.3859547626,False,3,0.14285714285714285,214409.52380952382,528213.95097492,False,1.0,1.4557694813299193,0.5417819252676714,1.0,2.594372608313854,0.009476372444177554,0.05234818333515119,1067.5,0.5499899126734638,0.5838212977142017,0.7139571592062856,4878.0,834.0,0.04191999965674227,0.13032346770028885,1901.0,0.009476372444177554,0.12849099545900747,False,1067.5
P01714 (gene IGLV3-19):  Immunoglobulin lambda variable 3-19,IGLV3-19,42,0.6666666666666666,12949459.952380951,22579084.773443185,False,6,0.2857142857142857,5596194.333333333,11268794.138152972,False,1.0,2.3139761025177594,1.2103739651553655,1.0,3.055050463303893,0.0022502265680857964,0.024232584305414914,550.0,1.4168737243116016,0.16030796924298832,0.6004224641126419,1577.0,899.5,0.010589058113662866,0.05238444933935452,1205.0,0.0022502265680857964,0.05845363587169752,False,550.0
P00492 (gene HPRT1):  Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,48,0.7619047619047619,7730782.095238095,13907019.24734969,False,6,0.2857142857142857,4554360.333333333,11222430.590462347,False,1.0,1.6974462996822748,0.7633659341710192,1.0,3.944053188733077,8.01158765602935e-05,0.006789321210582958,60.5,0.9373992995527413,0.35130598254120615,0.6418387703954949,3263.0,965.5,0.001331821824599908,0.023625754005688483,332.0,8.01158765602935e-05,0.018994842488035468,True,60.5
Q99797 (gene MIPEP):  Mitochondrial intermediate peptidase,MIPEP,1,0.015873015873015872,426.031746031746,3354.577322832969,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895447,0.5668538648299892,0.7000404880956663,4636.5,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4636.5
"P22033 (gene MMUT):  Methylmalonyl-CoA mutase, mitochondrial",MMUT,10,0.15873015873015872,34508.031746031746,121226.5239737612,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9451950503185496,0.05175150734689501,0.15246888534892647,1991.0,1.2888413672861947,0.20107749921123735,0.6053425319889771,1978.0,766.5,0.05494809543522202,0.1526876280235373,2117.5,0.05175150734689501,0.405893285931081,False,1978.0
O43813 (gene LANCL1):  Glutathione S-transferase LANCL1,LANCL1,32,0.5079365079365079,1039954.619047619,2504498.4638037947,False,8,0.38095238095238093,573839.8571428572,1499386.6653481154,False,1.0,1.8122732433116973,0.8578004923881342,1.0,1.0090499582190262,0.3129506755229139,0.4825701034297504,3867.5,0.7964206056028678,0.42808738639047306,0.6757956913087696,3779.0,785.5,0.16800968718617015,0.3257337786803665,3076.0,0.16800968718617015,0.9167405401811961,False,3076.0
P62873 (gene GNB1):  Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,29,0.4603174603174603,1112393.5714285714,2188230.5917263106,False,3,0.14285714285714285,184907.14285714287,698707.7751524621,False,1.0,6.015957816632199,2.5887944510001084,1.0,2.594372608313854,0.009476372444177554,0.05234818333515119,1067.5,1.8872713534236,0.06266203420763404,0.6004224641126419,453.0,885.0,0.008351689907656503,0.0457120935679621,1090.0,0.008351689907656503,0.11650705063697281,False,453.0
Q13885 (gene TUBB2A):  Tubulin beta-2A chain,TUBB2A,39,0.6190476190476191,1376878.6984126985,2972342.5769175095,False,7,0.3333333333333333,3475449.523809524,8579261.338971786,False,1.0,0.39617283720555163,-1.335798126755438,-1.0,2.2781420829514603,0.022718113649354704,0.0891685960737172,1510.5,-1.6448503525531715,0.10382910290090791,0.6004224641126419,981.0,835.0,0.06065651772884765,0.16448944762286594,2200.0,0.022718113649354704,0.23076549267658938,False,981.0
A0A0B4J1V0 (gene IGHV3-15):  Immunoglobulin heavy variable 3-15,IGHV3-15,40,0.6349206349206349,9618136.666666666,20740166.532522004,False,5,0.23809523809523808,1470893.3333333333,3107890.3491004547,False,1.0,6.538976313709669,2.7090647973852375,1.0,3.157769778104472,0.0015898105769875258,0.019519732365323672,468.0,1.7719689492074504,0.08011439833853924,0.6004224641126419,663.0,938.0,0.002652673323638804,0.027056247552011855,584.0,0.0015898105769875258,0.04876668922039059,True,468.0
Q9H8H3 (gene METTL7A):  Methyltransferase-like protein 7A,METTL7A,14,0.2222222222222222,345133.14285714284,1060690.7454378433,False,3,0.14285714285714285,33737.619047619046,104908.02451965614,False,1.0,10.229919970338567,3.354722953670771,1.0,0.7839478221693766,0.43307072741081076,0.5916418501792757,4360.5,1.3270693034994177,0.1881691555400741,0.6004224641126419,1863.0,726.0,0.346210895638541,0.52106311891512,3963.5,0.1881691555400741,0.9683299441794844,False,1863.0
P35658 (gene NUP214):  Nuclear pore complex protein Nup214,NUP214,23,0.36507936507936506,56536.23333333334,119426.5002076837,False,8,0.38095238095238093,50427.78571428572,114689.538391127,False,-1.0,1.1211325766420877,0.16495689041336606,1.0,-0.13054499740757453,0.896135255928893,1.0,5249.0,0.20253512879265193,0.8400000779379179,0.9604043199519261,5217.0,672.0,0.9049816825014901,1.0,5257.5,0.8400000779379179,1.0,False,5217.0
"Q02338 (gene BDH1):  D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,9,0.14285714285714285,46418.88888888889,168613.73490300257,False,1,0.047619047619047616,24426.190476190477,109237.24467223973,False,1.0,1.9003736555741473,0.9262831122634296,1.0,1.1671170301911298,0.24316311126593781,0.41061735686741724,3511.0,0.5531311348159678,0.5816785435401808,0.7121593535002618,4872.0,722.0,0.27046922119666184,0.4434238454683387,3637.5,0.24316311126593781,1.0,False,3511.0
P51608 (gene MECP2):  Methyl-CpG-binding protein 2,MECP2,22,0.3492063492063492,393416.5238095238,1272285.383113631,False,1,0.047619047619047616,9978.095238095239,44623.3984766958,False,1.0,39.42801851279952,5.301149303339959,1.0,2.684131452369542,0.007271850834406252,0.0452035976871062,937.5,1.3642658444438798,0.17621661556990592,0.6004224641126419,1736.0,865.0,0.007597397494302597,0.04281026301342678,1057.5,0.007271850834406252,0.10891721963464512,False,937.5
Q00577 (gene PURA):  Transcriptional activator protein Pur-alpha,PURA,27,0.42857142857142855,2545152.714285714,9096637.452341214,False,7,0.3333333333333333,533512.8095238095,1647419.687136093,False,1.0,4.770555962007055,2.254157408136689,1.0,0.7700267375036974,0.44128403244184944,0.6017601228681312,4371.5,0.9958299293076006,0.32226236499571237,0.6349100310870495,3025.0,746.0,0.3286756720251469,0.49768504043198647,3940.0,0.32226236499571237,1.0,False,3025.0
Q96GR2 (gene ACSBG1):  Long-chain-fatty-acid--CoA ligase ACSBG1,ACSBG1,1,0.015873015873015872,1242.2857142857142,9781.767496058103,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895446,0.5668538648299895,0.7000404880956663,4791.0,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4688.0
Q9Y624 (gene F11R):  Junctional adhesion molecule A,F11R,34,0.5396825396825397,2527797.285714286,6783526.77058959,False,2,0.09523809523809523,737553.8095238095,3222431.8568737824,False,1.0,3.427271682513433,1.7770605599572113,1.0,3.564225540521209,0.0003649320720183593,0.010157504202374481,192.5,1.1523509298583128,0.2525253410933743,0.6199860843469429,2430.0,948.5,0.0010330120513218973,0.02261168425700361,271.0,0.0003649320720183593,0.02747487755942583,True,192.5
Q12955 (gene ANK3):  Ankyrin-3,ANK3,30,0.47619047619047616,39483.06825396826,81727.4043045787,False,5,0.23809523809523808,9372.147619047619,21637.60602468852,False,1.0,4.212809043843,2.074782523603868,1.0,1.9166296949998196,0.05528499271702407,0.15949239194862938,2065.0,1.6489900122078684,0.10297586996442079,0.6004224641126419,969.0,831.0,0.05118386017593176,0.1483064156433263,2058.5,0.05118386017593176,0.405893285931081,False,969.0
Q5T447 (gene HECTD3):  E3 ubiquitin-protein ligase HECTD3,HECTD3,8,0.12698412698412698,10790.612698412699,42787.48239595276,False,2,0.09523809523809523,18455.714285714286,57076.272826174376,False,1.0,0.5846759724808124,-0.7742907905467008,-1.0,0.3890390100637099,0.6972472891656754,0.8294670642397645,5000.5,-0.6426156173919202,0.5222663035494666,0.7000404880956663,4276.0,676.5,0.7899985700736982,0.914460898148949,5154.0,0.5222663035494666,1.0,False,4276.0
"O76015 (gene KRT38):  Keratin, type I cuticular Ha8",KRT38,5,0.07936507936507936,76779.6507936508,478390.5782390346,False,2,0.09523809523809523,15683.142857142857,61764.93635765608,False,-1.0,4.895680125351022,2.2915092980947738,1.0,-0.2279211529192759,0.8197075378297883,0.9455481768547024,5162.0,0.5766435951867518,0.5657598565194375,0.7000404880956663,4467.0,653.0,0.8631196503303105,0.9838310725774995,5233.0,0.5657598565194375,1.0,False,4467.0
"P30038 (gene ALDH4A1):  Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,13,0.20634920634920634,98013.98412698413,280785.6535322619,False,2,0.09523809523809523,11998.857142857143,46135.01770351239,False,1.0,8.16860997275584,3.030090600277041,1.0,1.1513487155220608,0.24958880313125398,0.41944980267072146,3543.5,1.380802297195684,0.17109170819181302,0.6004224641126419,1681.0,741.0,0.22160621984909312,0.39560224644514946,3341.5,0.17109170819181302,0.9310426856847277,False,1681.0
P78406 (gene RAE1):  mRNA export factor,RAE1,28,0.4444444444444444,1024331.253968254,2656157.692426908,False,6,0.2857142857142857,156110.61904761905,323643.33722412575,False,1.0,6.561573198612686,2.714041755960842,1.0,1.2833778958394957,0.1993597141140514,0.364616816187747,3250.5,1.4763223687011757,0.143687414822152,0.6004224641126419,1388.0,797.5,0.11510717596306862,0.2497357690873285,2676.0,0.11510717596306862,0.7016989902544284,False,1388.0
P42285 (gene MTREX):  Exosome RNA helicase MTR4,MTREX,13,0.20634920634920634,47029.014285714286,194867.4336785484,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.2642350945474456,0.02355965917208087,0.08981273266494215,1549.0,1.0927065364000583,0.2777225657169345,0.6266868451924533,2635.0,798.0,0.02561375401976098,0.09204627458763667,1644.0,0.02355965917208087,0.23299264986436163,False,1549.0
P06756 (gene ITGAV):  Integrin alpha-V,ITGAV,10,0.15873015873015872,43619.25396825397,214532.04385862203,False,3,0.14285714285714285,3622.809523809524,9088.569999201496,False,1.0,12.040173150021554,3.5897842345664728,1.0,0.17417193034980352,0.8617303446811204,0.9854481955851186,5210.5,0.8438714140816064,0.401196380153388,0.6662741959504082,3592.0,683.0,0.7303575994037687,0.8602790598307767,5065.0,0.401196380153388,1.0,False,3592.0
P20160 (gene AZU1):  Azurocidin,AZU1,46,0.7301587301587301,17450995.84126984,40236788.75543027,False,4,0.19047619047619047,856304.7619047619,1889702.0209738258,False,1.0,20.37942169378051,4.349041207659362,1.0,4.363484845854286,1.2800681175923873e-05,0.005273635233799756,13.0,1.8666512989145867,0.06552463861200669,0.6004224641126419,483.0,1024.5,0.00010652419055890779,0.017998412637411653,33.0,1.2800681175923873e-05,0.01369857907112975,True,13.0
P21128 (gene ENDOU):  Poly(U)-specific endoribonuclease,ENDOU,17,0.2698412698412698,267076.5873015873,1017527.2228373702,False,2,0.09523809523809523,21432.95238095238,80308.10110975652,False,1.0,12.46102648585545,3.639351011167109,1.0,1.6562970259155452,0.09766168249438556,0.229751418675672,2526.0,1.0919078730241782,0.2780714037411449,0.6266868451924533,2639.0,783.0,0.08797794493937415,0.21086903746223276,2425.0,0.08797794493937415,0.5806155083056483,False,2425.0
Q14498 (gene RBM39):  RNA-binding protein 39,RBM39,19,0.30158730158730157,112209.31746031746,355014.8068844465,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.8608766811268507,0.004224713477804807,0.032438404901651834,768.5,1.431065079521361,0.15621170296189263,0.6004224641126419,1540.0,861.0,0.005016041818995228,0.03443694533040913,860.5,0.004224713477804807,0.07787221609243093,False,768.5
P46059 (gene SLC15A1):  Solute carrier family 15 member 1,SLC15A1,1,0.015873015873015872,189.82539682539684,1494.6866692905915,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895447,0.5668538648299892,0.7000404880956663,4636.5,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4636.5
O94901 (gene SUN1):  SUN domain-containing protein 1,SUN1,6,0.09523809523809523,18085.904761904763,70449.52784811746,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4675987714106855,0.1422132419363925,0.2923653347320874,2840.5,1.162355789976366,0.24846279966196735,0.616890828340884,2401.0,724.5,0.14818504338595928,0.29303015208506233,2960.0,0.1422132419363925,0.7999159661148816,False,2401.0
Q15427 (gene SF3B4):  Splicing factor 3B subunit 4,SF3B4,22,0.3492063492063492,437545.5873015873,1119935.2236531805,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.1520602581435115,0.0016212281269270597,0.019519732365323672,485.0,1.7689165073244408,0.0806262729267176,0.6004224641126419,671.0,892.5,0.0020753875885580193,0.02518405555604634,487.0,0.0016212281269270597,0.04876668922039059,True,485.0
O14579 (gene COPE):  Coatomer subunit epsilon,COPE,37,0.5873015873015873,1833000.5714285714,5102471.416386762,False,4,0.19047619047619047,382887.14285714284,1072317.4353091659,False,1.0,4.787312934421739,2.2592161144308482,1.0,3.150597094729539,0.0016293708880206485,0.019519732365323672,494.0,1.2773938009009758,0.20506817634833363,0.6053425319889771,2014.0,914.0,0.005150476829600255,0.034909321771018124,879.0,0.0016293708880206485,0.04876668922039059,True,494.0
Q9UNX3 (gene RPL26L1):  60S ribosomal protein L26-like 1,RPL26L1,13,0.20634920634920634,183465.7142857143,495057.4071688492,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.2642350945474456,0.02355965917208087,0.08981273266494215,1549.0,1.6779394454489855,0.09716661903990631,0.6004224641126419,895.0,798.0,0.02561375401976098,0.09204627458763667,1644.0,0.02355965917208087,0.23299264986436163,False,895.0
